,Project,Month Year,Minutes Saved,Business Case,Total Time Saved (hrs),Tracking Cadence,Tracking Cadence-1,Event Count,Effort,Manual Time (mins),Dev Cost (mins)
741,IT Manager Check,11/1/2021,50.0,Emails IT S&E content to new IT Manager hires,5.3,,Daily,10.0,IT Manager Check,5.0,0
742,IT Manager Check,8/1/2021,30.0,Emails IT S&E content to new IT Manager hires,5.3,,Daily,6.0,IT Manager Check,5.0,0
743,IT Hire Check,6/1/2021,255.0,Emails IT S&E content to new IT hires,64.5,,Daily,51.0,IT Hire Check,5.0,0
744,GWS' Weekly Email Reminders,1/1/2020,84.0,sends scheduled email reminders for GWS (fridge cleanout and snack time),0,Monthly,Monthly,0.0,,0.0,
745,Mailing Lists,4/1/2021,4220.0,Automatically provisions a mailing list as requested via ServiceNow webform,783.67,Monthly,Monthly,211.0,Mailing Lists,20.0,
746,GSS Salesforce Account Create,12/1/2021,0.0,"Scripted Account creation for Salesforce accounts (only for GSS eligible cost centers, like CEE)",13.75,Daily,Daily,0.0,GSS Salesforce Account Create,25.0,0
747,Tableau LDAP,6/1/2021,11328.0,Creates and permissions Tableau users upon request,1475,Monthly,Monthly,1416.0,Tableau LDAP,8.0,0
748,ServiceNow Lookup module,1/1/2021,0.0,Ability to automatically pull Service-Now data and interact with Service-now tasks / processes.,16.6,Monthly,,0.0,,0.0,
749,sn_tableau_ldap,4/1/2021,4137.0,Fully orchestrated Tableau LDAP requests,1080.8,Monthly,Monthly,591.0,sn_tableau_ldap,7.0,0
750,GWS' Weekly Email Reminders,6/1/2021,0.0,sends scheduled email reminders for GWS (fridge cleanout and snack time),0,Monthly,Monthly,0.0,,0.0,
751,ServiceNow Lookup module,4/1/2021,0.0,Ability to automatically pull Service-Now data and interact with Service-now tasks / processes.,16.6,Monthly,,0.0,,0.0,
752,Google Calendar Creation,1/1/2021,0.0,Automation of approved Google Calendar requests via ServiceNow form,WIP,TBD,TBD,0.0,Google Calendar Creation,0.0,
753,SFDC Account Terminations,4/1/2021,0.0,GSS SFDC account terminations for departed users,WIP,TBD,TBD,0.0,,0.0,
754,Google Group Management,12/1/2021,0.0,Creation and modification of Google groups (used for associate accounts and mailing lists),WIP,TBD,,0.0,,0.0,
755,LDAP lookup module,8/1/2021,0.0,Reusable code for automation toolbelt - adds ability to query LDAP source data.,0,Monthly,,0.0,,0.0,
756,LDAP POSIX Group,7/1/2021,6240.0,Provisions a POSIX LDAP account as requested via ServiceNow webform,814,Monthly,Monthly,520.0,LDAP POSIX Group,12.0,
757,IT Manager Check,6/1/2021,5.0,Emails IT S&E content to new IT Manager hires,5.3,,Daily,1.0,IT Manager Check,5.0,0
758,ServiceNow Lookup module,5/1/2021,0.0,Ability to automatically pull Service-Now data and interact with Service-now tasks / processes.,16.6,Monthly,,0.0,,0.0,
759,Google Alias,9/1/2020,0.0,Creation of Google aliases (used for associate personal aliases),72.4,,monthly,0.0,,0.0,
760,Google Calendar Creation,6/1/2021,0.0,Automation of approved Google Calendar requests via ServiceNow form,WIP,TBD,TBD,0.0,Google Calendar Creation,0.0,
761,SFDC Account Terminations,3/1/2021,0.0,GSS SFDC account terminations for departed users,WIP,TBD,TBD,0.0,,0.0,
762,NHO Prep Tasks,9/1/2021,0.0,Expedites the preparation phase for GES NHO tasks,WIP,TBD,TBD,0.0,,0.0,
763,MPaaS+ General Support Request,12/1/2020,0.0,Citizen Developed ServiceNow form and workflow for MPaaS+ general support/issues,28,,Monthly,0.0,,0.0,
764,DBA - Redshift Account Deployment,7/1/2020,0.0,Automation of database account requests for the AWS Redshift Database,153,Monthly,Monthly,0.0,DBA - Redshift Account Deployment,7.5,0
765,Support Chat Notification Bot,10/1/2021,126.0,Notifies Support in Google Hangouts Chat that a Support Chat customer is waiting,32.33,Weekly,Weekly,252.0,Support Chat Notification Bot,0.5,0
766,Google Group Management,12/1/2020,0.0,Creation and modification of Google groups (used for associate accounts and mailing lists),WIP,TBD,,0.0,,0.0,
767,Mail Alias,2/1/2021,792.0,Automated provisioning of a mail alias (if available) as requested via ServiceNow webform,188.13,Monthly,Monthly,99.0,Mail Alias,8.0,
768,Google Team Drive,4/1/2021,570.0,Scripted creation of Google Team Drive requests (trequested by ServiceNow webform submission),89.25,Monthly,Monthly,38.0,Google Team Drive,15.0,0
769,sn_tableau_ldap,11/1/2021,4592.0,Fully orchestrated Tableau LDAP requests,1080.8,Monthly,Monthly,656.0,sn_tableau_ldap,7.0,0
770,Windows AD Account Mgmt,10/1/2020,0.0,"Creates Windows AD account, and adds permissions",WIP,TBD,TBD,0.0,Windows AD Account Mgmt,0.0,0
771,ALGE,6/1/2021,0.0,Automated LDAP GES engineer group additions at onboard,6,,monthly,0.0,ALGE,30.0,
772,Google Calendar Creation,5/1/2020,0.0,Automation of approved Google Calendar requests via ServiceNow form,WIP,TBD,TBD,0.0,Google Calendar Creation,0.0,
773,NHO Prep Tasks,11/1/2021,0.0,Expedites the preparation phase for GES NHO tasks,WIP,TBD,TBD,0.0,,0.0,
774,NHO Prep Tasks,5/1/2020,0.0,Expedites the preparation phase for GES NHO tasks,WIP,TBD,TBD,0.0,,0.0,
775,SFDC Account Terminations,8/1/2021,0.0,GSS SFDC account terminations for departed users,WIP,TBD,TBD,0.0,,0.0,
776,GSS Salesforce Account Create,5/1/2021,0.0,"Scripted Account creation for Salesforce accounts (only for GSS eligible cost centers, like CEE)",13.75,Daily,Daily,0.0,GSS Salesforce Account Create,25.0,0
777,LDAP lookup module,11/1/2020,0.0,Reusable code for automation toolbelt - adds ability to query LDAP source data.,0,Monthly,,0.0,,0.0,
778,IT Hire Check,3/1/2021,110.0,Emails IT S&E content to new IT hires,64.5,,Daily,22.0,IT Hire Check,5.0,0
779,Mailing Lists,10/1/2021,3720.0,Automatically provisions a mailing list as requested via ServiceNow webform,783.67,Monthly,Monthly,186.0,Mailing Lists,20.0,
780,Google Calendar Creation,12/1/2021,0.0,Automation of approved Google Calendar requests via ServiceNow form,WIP,TBD,TBD,0.0,Google Calendar Creation,0.0,
781,GSS Salesforce Account Create,3/1/2021,0.0,"Scripted Account creation for Salesforce accounts (only for GSS eligible cost centers, like CEE)",13.75,Daily,Daily,0.0,GSS Salesforce Account Create,25.0,0
782,Google Alias,2/1/2021,268.0,Creation of Google aliases (used for associate personal aliases),72.4,,monthly,0.0,,0.0,
783,sn_tableau_ldap,3/1/2020,0.0,Fully orchestrated Tableau LDAP requests,1080.8,Monthly,Monthly,0.0,sn_tableau_ldap,7.0,0
784,RHEL 8 Deployment,2/1/2021,0.0,Automated the deployment of RHEL 8 upgrades for all GES Engineers,49.5,Monthly,,0.0,,0.0,
785,global_wifi,5/1/2021,0.0,"Script created to update global wifi password for all RH offices, every 6 months",0,Monthly,Monthly,0.0,global_wifi,10.0,0
786,Windows AD Account Mgmt,8/1/2020,0.0,"Creates Windows AD account, and adds permissions",WIP,TBD,TBD,0.0,Windows AD Account Mgmt,0.0,0
787,SFDC Account Terminations,7/1/2020,0.0,GSS SFDC account terminations for departed users,WIP,TBD,TBD,0.0,,0.0,
788,Mail Alias,4/1/2021,920.0,Automated provisioning of a mail alias (if available) as requested via ServiceNow webform,188.13,Monthly,Monthly,115.0,Mail Alias,8.0,
789,GWS' Weekly Email Reminders,1/1/2021,0.0,sends scheduled email reminders for GWS (fridge cleanout and snack time),0,Monthly,Monthly,0.0,,0.0,
790,Tableau API Token Refresher,11/1/2021,35.0,Refreshes Tableau API access token to prevent lockout,9.22,Monthly,Monthly,5.0,Tableau API Token Refresher,7.0,3240
791,GWS' Weekly Email Reminders,11/1/2021,0.0,sends scheduled email reminders for GWS (fridge cleanout and snack time),0,Monthly,Monthly,0.0,,0.0,
792,LDAP lookup module,9/1/2021,0.0,Reusable code for automation toolbelt - adds ability to query LDAP source data.,0,Monthly,,0.0,,0.0,
793,IT Hire Check,4/1/2020,0.0,Emails IT S&E content to new IT hires,64.5,,Daily,0.0,IT Hire Check,5.0,0
794,LDAP POSIX Group,4/1/2021,3696.0,Provisions a POSIX LDAP account as requested via ServiceNow webform,814,Monthly,Monthly,308.0,LDAP POSIX Group,12.0,
795,LDAP POSIX Group,2/1/2021,3204.0,Provisions a POSIX LDAP account as requested via ServiceNow webform,814,Monthly,Monthly,267.0,LDAP POSIX Group,12.0,
796,MPaaS+ Migration Support,10/1/2021,184.0,Citizen Developed ServiceNow form and workflow for MPaaS+ migrations,6.27,,Monthly,0.0,,0.0,
797,MPaaS+ General Support Request,8/1/2021,224.0,Citizen Developed ServiceNow form and workflow for MPaaS+ general support/issues,28,,Monthly,0.0,,0.0,
798,Windows AD Account Mgmt,12/1/2020,0.0,"Creates Windows AD account, and adds permissions",WIP,TBD,TBD,0.0,Windows AD Account Mgmt,0.0,0
799,Humanity Schedule Bot,5/1/2020,10.0,"Google Hangouts Chat bot identifies on-shift support (who is the Queue Manager, CLT Agent on call...)",13.46,daily,daily,4.0,Humanity Schedule Bot,2.5,1440
800,Humanity Schedule Bot,7/1/2021,120.0,"Google Hangouts Chat bot identifies on-shift support (who is the Queue Manager, CLT Agent on call...)",13.46,daily,daily,48.0,Humanity Schedule Bot,2.5,1440
801,Google Team Drive,9/1/2020,300.0,Scripted creation of Google Team Drive requests (trequested by ServiceNow webform submission),89.25,Monthly,Monthly,20.0,Google Team Drive,15.0,0
802,Tableau LDAP,10/1/2021,7640.0,Creates and permissions Tableau users upon request,1475,Monthly,Monthly,955.0,Tableau LDAP,8.0,0
803,ggroupMembership,5/1/2020,0.0,"App to assist GES engineers with an SME only task, querying Google Group membership",9.6,,monthly,0.0,ggroupmembership,0.0,
804,RingCentral User Deployment,4/1/2021,0.0,Deploys new office user to RingCentral telephony platform at associate on-boarding,17.5833,TBD,Monthly,0.0,RingCentral User Deployment,5.0,6660
805,Email Alias Termination,8/1/2021,380.0,"Terminates the email alias for departed users not in France, Italy, Germany, or Switzerland",146.33,Monthly,Monthly,0.0,,0.0,
806,Bulk Email Alias Deletions,1/1/2020,0.0,Bulk deletion of email aliases for managers with multiple departed reportees,WIP,TBD,TBD,0.0,Bulk Email Alias Deletions,0.0,
807,RingCentral User Termination,2/1/2021,0.0,Terminates office user in RingCentral telephony platform at associate departure,WIP,TBD,TBD,0.0,,0.0,
808,LDAP Service Group,11/1/2021,0.0,Deprecated form/workflow; See J19 - Tableau ServiceGroups values,0,Monthly,,0.0,,0.0,
809,Email Alias Termination,9/1/2021,512.0,"Terminates the email alias for departed users not in France, Italy, Germany, or Switzerland",146.33,Monthly,Monthly,0.0,,0.0,
810,MPaaS+ Migration Support,11/1/2021,0.0,Citizen Developed ServiceNow form and workflow for MPaaS+ migrations,6.27,,Monthly,0.0,,0.0,
811,Pushmail Ticket Deflection,1/1/2021,49.0,deflection of non-actionable pushmail certificate requests submitted to IT Support triage,19.6,Monthly,Monthly,7.0,Pushmail Ticket Deflection,7.0,0
812,global_wifi,4/1/2020,0.0,"Script created to update global wifi password for all RH offices, every 6 months",0,Monthly,Monthly,0.0,global_wifi,10.0,0
813,Tableau API Token Refresher,7/1/2020,35.0,Refreshes Tableau API access token to prevent lockout,9.22,Monthly,Monthly,5.0,Tableau API Token Refresher,7.0,3240
814,Autolist KB Daily Update,8/1/2021,0.0,Updates the ServiceNow KnowledgeBase daily to populate a list of automated Mailing Lists,blocked,TBD,TBD,0.0,Autolist KB Daily Update,0.0,
815,ServiceNow Lookup module,1/1/2020,144.0,Ability to automatically pull Service-Now data and interact with Service-now tasks / processes.,16.6,Monthly,,0.0,,0.0,
816,LDAP POSIX Group,3/1/2021,3072.0,Provisions a POSIX LDAP account as requested via ServiceNow webform,814,Monthly,Monthly,256.0,LDAP POSIX Group,12.0,
817,DBA - Redshift Account Deployment,9/1/2020,135.0,Automation of database account requests for the AWS Redshift Database,153,Monthly,Monthly,18.0,DBA - Redshift Account Deployment,7.5,0
818,Google Alias,10/1/2020,0.0,Creation of Google aliases (used for associate personal aliases),72.4,,monthly,0.0,,0.0,
819,sn_tableau_ldap,2/1/2020,0.0,Fully orchestrated Tableau LDAP requests,1080.8,Monthly,Monthly,0.0,sn_tableau_ldap,7.0,0
820,IT Manager Check,2/1/2021,0.0,Emails IT S&E content to new IT Manager hires,5.3,,Daily,0.0,IT Manager Check,5.0,0
821,DBA - Redshift Account Deployment,8/1/2020,0.0,Automation of database account requests for the AWS Redshift Database,153,Monthly,Monthly,0.0,DBA - Redshift Account Deployment,7.5,0
822,LDAP-Rover Syncs,12/1/2021,0.0,"Syncs some IT LDAP groups to Rover. Prevents manual search, copy/paste across many groups",0,daily,,0.0,,0.0,
823,Windows AD Account Mgmt,10/1/2021,0.0,"Creates Windows AD account, and adds permissions",WIP,TBD,TBD,0.0,Windows AD Account Mgmt,0.0,0
824,Rehire Associate Check,1/1/2021,228.0,Identifies re-hired associates; reactivates BlueJeans accounts to avoid manually reacting,28.8,daily,daily,19.0,Rehire Associate Check,12.0,1440
825,GWS' Weekly Email Reminders,10/1/2020,76.0,sends scheduled email reminders for GWS (fridge cleanout and snack time),0,Monthly,Monthly,0.0,,0.0,
826,Tableau ServiceGroups,10/1/2020,248.0,Applies LDAP servicegroup for BI Data Virt access (for IT-Operations' tickets),161.6,Monthly,Monthly,31.0,Tableau ServiceGroups,8.0,0
827,DBA - Redshift Account Deployment,5/1/2020,0.0,Automation of database account requests for the AWS Redshift Database,153,Monthly,Monthly,0.0,DBA - Redshift Account Deployment,7.5,0
828,Email Alias Termination,6/1/2021,296.0,"Terminates the email alias for departed users not in France, Italy, Germany, or Switzerland",146.33,Monthly,Monthly,0.0,,0.0,
829,sn_tableau_ldap,6/1/2020,0.0,Fully orchestrated Tableau LDAP requests,1080.8,Monthly,Monthly,0.0,sn_tableau_ldap,7.0,0
830,Support Chat Notification Bot,5/1/2020,261.0,Notifies Support in Google Hangouts Chat that a Support Chat customer is waiting,32.33,Weekly,Weekly,522.0,Support Chat Notification Bot,0.5,0
831,Mail Alias,3/1/2020,1528.0,Automated provisioning of a mail alias (if available) as requested via ServiceNow webform,188.13,Monthly,Monthly,191.0,Mail Alias,8.0,
832,Mail Alias,4/1/2020,1184.0,Automated provisioning of a mail alias (if available) as requested via ServiceNow webform,188.13,Monthly,Monthly,148.0,Mail Alias,8.0,
833,LDAP POSIX Group,11/1/2021,4380.0,Provisions a POSIX LDAP account as requested via ServiceNow webform,814,Monthly,Monthly,365.0,LDAP POSIX Group,12.0,
834,Bulk Email Alias Deletions,6/1/2021,0.0,Bulk deletion of email aliases for managers with multiple departed reportees,WIP,TBD,TBD,0.0,Bulk Email Alias Deletions,0.0,
835,RingCentral User Deployment,1/1/2021,0.0,Deploys new office user to RingCentral telephony platform at associate on-boarding,17.5833,TBD,Monthly,0.0,RingCentral User Deployment,5.0,6660
836,IT Hire Check,7/1/2021,405.0,Emails IT S&E content to new IT hires,64.5,,Daily,81.0,IT Hire Check,5.0,0
837,Rehire Associate Check,8/1/2021,48.0,Identifies re-hired associates; reactivates BlueJeans accounts to avoid manually reacting,28.8,daily,daily,4.0,Rehire Associate Check,12.0,1440
838,Windows AD Account Mgmt,9/1/2020,0.0,"Creates Windows AD account, and adds permissions",WIP,TBD,TBD,0.0,Windows AD Account Mgmt,0.0,0
839,IT Hire Check,10/1/2020,0.0,Emails IT S&E content to new IT hires,64.5,,Daily,0.0,IT Hire Check,5.0,0
840,sn_tableau_ldap,12/1/2021,3507.0,Fully orchestrated Tableau LDAP requests,1080.8,Monthly,Monthly,501.0,sn_tableau_ldap,7.0,0
841,Mail Alias,1/1/2021,840.0,Automated provisioning of a mail alias (if available) as requested via ServiceNow webform,188.13,Monthly,Monthly,105.0,Mail Alias,8.0,
842,GSS Salesforce Account Create,11/1/2020,0.0,"Scripted Account creation for Salesforce accounts (only for GSS eligible cost centers, like CEE)",13.75,Daily,Daily,0.0,GSS Salesforce Account Create,25.0,0
843,Windows AD Account Mgmt,5/1/2021,0.0,"Creates Windows AD account, and adds permissions",WIP,TBD,TBD,0.0,Windows AD Account Mgmt,0.0,0
844,LDAP Service Group,8/1/2020,0.0,Deprecated form/workflow; See J19 - Tableau ServiceGroups values,0,Monthly,,0.0,,0.0,
845,Tableau ServiceGroups,6/1/2021,1128.0,Applies LDAP servicegroup for BI Data Virt access (for IT-Operations' tickets),161.6,Monthly,Monthly,141.0,Tableau ServiceGroups,8.0,0
846,Tableau ServiceGroups,3/1/2021,1368.0,Applies LDAP servicegroup for BI Data Virt access (for IT-Operations' tickets),161.6,Monthly,Monthly,171.0,Tableau ServiceGroups,8.0,0
847,DBA - Redshift Account Deployment,3/1/2020,0.0,Automation of database account requests for the AWS Redshift Database,153,Monthly,Monthly,0.0,DBA - Redshift Account Deployment,7.5,0
848,Mailing Lists,5/1/2021,3680.0,Automatically provisions a mailing list as requested via ServiceNow webform,783.67,Monthly,Monthly,184.0,Mailing Lists,20.0,
849,global_wifi,11/1/2021,0.0,"Script created to update global wifi password for all RH offices, every 6 months",0,Monthly,Monthly,0.0,global_wifi,10.0,0
850,Humanity Schedule Bot,11/1/2021,15.0,"Google Hangouts Chat bot identifies on-shift support (who is the Queue Manager, CLT Agent on call...)",13.46,daily,daily,6.0,Humanity Schedule Bot,2.5,1440
851,RingCentral User Deployment,3/1/2021,0.0,Deploys new office user to RingCentral telephony platform at associate on-boarding,17.5833,TBD,Monthly,0.0,RingCentral User Deployment,5.0,6660
852,Email Alias Termination,2/1/2021,740.0,"Terminates the email alias for departed users not in France, Italy, Germany, or Switzerland",146.33,Monthly,Monthly,0.0,,0.0,
853,NHO Prep Tasks,3/1/2020,0.0,Expedites the preparation phase for GES NHO tasks,WIP,TBD,TBD,0.0,,0.0,
854,Bulk Email Alias Deletions,6/1/2020,0.0,Bulk deletion of email aliases for managers with multiple departed reportees,WIP,TBD,TBD,0.0,Bulk Email Alias Deletions,0.0,
855,NGDC Service Catalog Item,7/1/2021,100.0,NextGen Data Center ServiceNow webform and workflow with RESTful API Ansible Tower call,13,,Daily,0.0,,0.0,
856,Windows AD Account Mgmt,2/1/2021,0.0,"Creates Windows AD account, and adds permissions",WIP,TBD,TBD,0.0,Windows AD Account Mgmt,0.0,0
857,IT Hire Check,1/1/2021,185.0,Emails IT S&E content to new IT hires,64.5,,Daily,37.0,IT Hire Check,5.0,0
858,Tableau API Token Refresher,12/1/2020,35.0,Refreshes Tableau API access token to prevent lockout,9.22,Monthly,Monthly,5.0,Tableau API Token Refresher,7.0,3240
859,global_wifi,12/1/2020,0.0,"Script created to update global wifi password for all RH offices, every 6 months",0,Monthly,Monthly,0.0,global_wifi,10.0,0
860,Google Team Drive,11/1/2021,405.0,Scripted creation of Google Team Drive requests (trequested by ServiceNow webform submission),89.25,Monthly,Monthly,27.0,Google Team Drive,15.0,0
861,LDAP Service Group,6/1/2020,0.0,Deprecated form/workflow; See J19 - Tableau ServiceGroups values,0,Monthly,,0.0,,0.0,
862,LDAP Service Group,5/1/2020,0.0,Deprecated form/workflow; See J19 - Tableau ServiceGroups values,0,Monthly,,0.0,,0.0,
863,DBA - Redshift Account Deployment,3/1/2021,892.5,Automation of database account requests for the AWS Redshift Database,153,Monthly,Monthly,119.0,DBA - Redshift Account Deployment,7.5,0
864,Windows AD Account Mgmt,3/1/2020,0.0,"Creates Windows AD account, and adds permissions",WIP,TBD,TBD,0.0,Windows AD Account Mgmt,0.0,0
865,IT Hire Check,9/1/2021,455.0,Emails IT S&E content to new IT hires,64.5,,Daily,91.0,IT Hire Check,5.0,0
866,SFDC Account Terminations,8/1/2020,0.0,GSS SFDC account terminations for departed users,WIP,TBD,TBD,0.0,,0.0,
867,ALGE,3/1/2020,0.0,Automated LDAP GES engineer group additions at onboard,6,,monthly,0.0,ALGE,30.0,
868,Tableau API Token Refresher,11/1/2020,28.0,Refreshes Tableau API access token to prevent lockout,9.22,Monthly,Monthly,4.0,Tableau API Token Refresher,7.0,3240
869,LDAP lookup module,5/1/2021,0.0,Reusable code for automation toolbelt - adds ability to query LDAP source data.,0,Monthly,,0.0,,0.0,
870,LDAP-Rover Syncs,8/1/2021,0.0,"Syncs some IT LDAP groups to Rover. Prevents manual search, copy/paste across many groups",0,daily,,0.0,,0.0,
871,Tableau LDAP,11/1/2020,5824.0,Creates and permissions Tableau users upon request,1475,Monthly,Monthly,728.0,Tableau LDAP,8.0,0
872,Rehire Associate Check,9/1/2020,108.0,Identifies re-hired associates; reactivates BlueJeans accounts to avoid manually reacting,28.8,daily,daily,9.0,Rehire Associate Check,12.0,1440
873,Google Alias,4/1/2020,0.0,Creation of Google aliases (used for associate personal aliases),72.4,,monthly,0.0,,0.0,
874,Google Alias,3/1/2021,408.0,Creation of Google aliases (used for associate personal aliases),72.4,,monthly,0.0,,0.0,
875,IT Manager Check,4/1/2021,20.0,Emails IT S&E content to new IT Manager hires,5.3,,Daily,4.0,IT Manager Check,5.0,0
876,RHEL 8 Deployment,12/1/2020,0.0,Automated the deployment of RHEL 8 upgrades for all GES Engineers,49.5,Monthly,,0.0,,0.0,
877,Tableau ServiceGroups,3/1/2020,1112.0,Applies LDAP servicegroup for BI Data Virt access (for IT-Operations' tickets),161.6,Monthly,Monthly,139.0,Tableau ServiceGroups,8.0,0
878,ServiceNow Lookup module,6/1/2020,90.0,Ability to automatically pull Service-Now data and interact with Service-now tasks / processes.,16.6,Monthly,,0.0,,0.0,
879,DBA - Redshift Account Deployment,9/1/2021,1215.0,Automation of database account requests for the AWS Redshift Database,153,Monthly,Monthly,162.0,DBA - Redshift Account Deployment,7.5,0
880,global_wifi,7/1/2020,0.0,"Script created to update global wifi password for all RH offices, every 6 months",0,Monthly,Monthly,0.0,global_wifi,10.0,0
881,ALGE,6/1/2020,0.0,Automated LDAP GES engineer group additions at onboard,6,,monthly,0.0,ALGE,30.0,
882,MPaaS+ Migration Support,11/1/2020,0.0,Citizen Developed ServiceNow form and workflow for MPaaS+ migrations,6.27,,Monthly,0.0,,0.0,
883,Google Alias,6/1/2020,0.0,Creation of Google aliases (used for associate personal aliases),72.4,,monthly,0.0,,0.0,
884,IT Hire Check,4/1/2021,185.0,Emails IT S&E content to new IT hires,64.5,,Daily,37.0,IT Hire Check,5.0,0
885,ALGE,3/1/2021,0.0,Automated LDAP GES engineer group additions at onboard,6,,monthly,0.0,ALGE,30.0,
886,Tableau LDAP,4/1/2020,12040.0,Creates and permissions Tableau users upon request,1475,Monthly,Monthly,1505.0,Tableau LDAP,8.0,0
887,Google Team Drive,1/1/2021,405.0,Scripted creation of Google Team Drive requests (trequested by ServiceNow webform submission),89.25,Monthly,Monthly,27.0,Google Team Drive,15.0,0
888,Autolist KB Daily Update,3/1/2020,0.0,Updates the ServiceNow KnowledgeBase daily to populate a list of automated Mailing Lists,blocked,TBD,TBD,0.0,Autolist KB Daily Update,0.0,
889,Windows AD Account Mgmt,8/1/2021,0.0,"Creates Windows AD account, and adds permissions",WIP,TBD,TBD,0.0,Windows AD Account Mgmt,0.0,0
890,IT Hire Check,10/1/2021,445.0,Emails IT S&E content to new IT hires,64.5,,Daily,89.0,IT Hire Check,5.0,0
891,global_wifi,10/1/2021,0.0,"Script created to update global wifi password for all RH offices, every 6 months",0,Monthly,Monthly,0.0,global_wifi,10.0,0
892,Google Group Management,6/1/2021,0.0,Creation and modification of Google groups (used for associate accounts and mailing lists),WIP,TBD,,0.0,,0.0,
893,Email Alias Termination,9/1/2020,760.0,"Terminates the email alias for departed users not in France, Italy, Germany, or Switzerland",146.33,Monthly,Monthly,0.0,,0.0,
894,Google Team Drive,3/1/2020,480.0,Scripted creation of Google Team Drive requests (trequested by ServiceNow webform submission),89.25,Monthly,Monthly,32.0,Google Team Drive,15.0,0
895,Support Chat Notification Bot,6/1/2021,180.5,Notifies Support in Google Hangouts Chat that a Support Chat customer is waiting,32.33,Weekly,Weekly,361.0,Support Chat Notification Bot,0.5,0
896,Support Chat Notification Bot,6/1/2020,419.0,Notifies Support in Google Hangouts Chat that a Support Chat customer is waiting,32.33,Weekly,Weekly,838.0,Support Chat Notification Bot,0.5,0
897,Google Alias,9/1/2021,376.0,Creation of Google aliases (used for associate personal aliases),72.4,,monthly,0.0,,0.0,
898,IT Hire Check,9/1/2020,0.0,Emails IT S&E content to new IT hires,64.5,,Daily,0.0,IT Hire Check,5.0,0
899,ggroupMembership,10/1/2020,0.0,"App to assist GES engineers with an SME only task, querying Google Group membership",9.6,,monthly,0.0,ggroupmembership,0.0,
900,ServiceNow Lookup module,2/1/2020,90.0,Ability to automatically pull Service-Now data and interact with Service-now tasks / processes.,16.6,Monthly,,0.0,,0.0,
901,LDAP-Rover Syncs,3/1/2020,0.0,"Syncs some IT LDAP groups to Rover. Prevents manual search, copy/paste across many groups",0,daily,,0.0,,0.0,
902,DBA - Redshift Account Deployment,2/1/2020,0.0,Automation of database account requests for the AWS Redshift Database,153,Monthly,Monthly,0.0,DBA - Redshift Account Deployment,7.5,0
903,Autolist KB Daily Update,1/1/2020,0.0,Updates the ServiceNow KnowledgeBase daily to populate a list of automated Mailing Lists,blocked,TBD,TBD,0.0,Autolist KB Daily Update,0.0,
904,Google Group Management,7/1/2021,0.0,Creation and modification of Google groups (used for associate accounts and mailing lists),WIP,TBD,,0.0,,0.0,
905,Google Alias,5/1/2021,304.0,Creation of Google aliases (used for associate personal aliases),72.4,,monthly,0.0,,0.0,
906,SFDC Account Terminations,10/1/2020,0.0,GSS SFDC account terminations for departed users,WIP,TBD,TBD,0.0,,0.0,
907,ALGE,7/1/2020,0.0,Automated LDAP GES engineer group additions at onboard,6,,monthly,0.0,ALGE,30.0,
908,Tableau ServiceGroups,5/1/2021,728.0,Applies LDAP servicegroup for BI Data Virt access (for IT-Operations' tickets),161.6,Monthly,Monthly,91.0,Tableau ServiceGroups,8.0,0
909,GWS' Weekly Email Reminders,12/1/2020,0.0,sends scheduled email reminders for GWS (fridge cleanout and snack time),0,Monthly,Monthly,0.0,,0.0,
910,LDAP lookup module,3/1/2020,0.0,Reusable code for automation toolbelt - adds ability to query LDAP source data.,0,Monthly,,0.0,,0.0,
911,DBA - Redshift Account Deployment,5/1/2021,757.5,Automation of database account requests for the AWS Redshift Database,153,Monthly,Monthly,101.0,DBA - Redshift Account Deployment,7.5,0
912,Mail Alias,9/1/2020,736.0,Automated provisioning of a mail alias (if available) as requested via ServiceNow webform,188.13,Monthly,Monthly,92.0,Mail Alias,8.0,
913,Google Team Drive,3/1/2021,555.0,Scripted creation of Google Team Drive requests (trequested by ServiceNow webform submission),89.25,Monthly,Monthly,37.0,Google Team Drive,15.0,0
914,ggroupMembership,6/1/2020,0.0,"App to assist GES engineers with an SME only task, querying Google Group membership",9.6,,monthly,0.0,ggroupmembership,0.0,
915,Bulk Email Alias Deletions,5/1/2020,0.0,Bulk deletion of email aliases for managers with multiple departed reportees,WIP,TBD,TBD,0.0,Bulk Email Alias Deletions,0.0,
916,SFDC Account Terminations,6/1/2020,0.0,GSS SFDC account terminations for departed users,WIP,TBD,TBD,0.0,,0.0,
917,Bulk Email Alias Deletions,1/1/2021,0.0,Bulk deletion of email aliases for managers with multiple departed reportees,WIP,TBD,TBD,0.0,Bulk Email Alias Deletions,0.0,
918,RingCentral User Termination,10/1/2021,0.0,Terminates office user in RingCentral telephony platform at associate departure,WIP,TBD,TBD,0.0,,0.0,
919,IT Hire Check,12/1/2020,0.0,Emails IT S&E content to new IT hires,64.5,,Daily,0.0,IT Hire Check,5.0,0
920,GSS Salesforce Account Create,5/1/2020,0.0,"Scripted Account creation for Salesforce accounts (only for GSS eligible cost centers, like CEE)",13.75,Daily,Daily,0.0,GSS Salesforce Account Create,25.0,0
921,IT Manager Check,7/1/2021,30.0,Emails IT S&E content to new IT Manager hires,5.3,,Daily,6.0,IT Manager Check,5.0,0
